item_id,dept_id,cat_id,store_id,state_id,sales_units,date,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price,revenue
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,4,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.75,19.0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,5,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.54,57.7
FOODS_1_001,FOODS_1,FOODS,CA_2,CA,13,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.15,53.95
FOODS_1_002,FOODS_1,FOODS,CA_2,CA,14,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.28,241.92001
FOODS_1_003,FOODS_1,FOODS,CA_2,CA,15,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.12,226.8
FOODS_2_001,FOODS_2,FOODS,CA_2,CA,6,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,7.88,47.28
FOODS_2_002,FOODS_2,FOODS,CA_2,CA,11,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.53,192.83
FOODS_2_003,FOODS_2,FOODS,CA_2,CA,16,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.14,82.24
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.6,37.800003
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.53,35.06
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,6,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.85,107.100006
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.97,35.94
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_2,CA,4,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.49,5.96
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.98,23.96
FOODS_1_001,FOODS_1,FOODS,TX_1,TX,11,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.67,73.37
FOODS_1_002,FOODS_1,FOODS,TX_1,TX,7,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.94,34.58
FOODS_1_003,FOODS_1,FOODS,TX_1,TX,6,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.77,52.620003
FOODS_2_001,FOODS_2,FOODS,TX_1,TX,8,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.08,64.64
FOODS_2_002,FOODS_2,FOODS,TX_1,TX,12,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.23,146.76
FOODS_2_003,FOODS_2,FOODS,TX_1,TX,10,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.11,161.1
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,6,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.09,30.54
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,2,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.12,30.24
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,3,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.15,36.449997
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,1,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.65,11.65
HOBBIES_1_002,HOBBIES_1,HOBBIES,TX_1,TX,4,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.76,55.04
HOBBIES_1_003,HOBBIES_1,HOBBIES,TX_1,TX,4,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.26,25.04
FOODS_1_001,FOODS_1,FOODS,WI_1,WI,14,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.03,182.42
FOODS_1_002,FOODS_1,FOODS,WI_1,WI,9,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.58,104.22
FOODS_1_003,FOODS_1,FOODS,WI_1,WI,16,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.24,163.84
FOODS_2_001,FOODS_2,FOODS,WI_1,WI,15,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.21,138.15
FOODS_2_002,FOODS_2,FOODS,WI_1,WI,11,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,14.15,155.65
FOODS_2_003,FOODS_2,FOODS,WI_1,WI,9,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.67,96.03
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,3,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.21,18.630001
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,7,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.07,84.49
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.46,25.84
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.58,15.58
HOBBIES_1_002,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.48,24.96
HOBBIES_1_003,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-03-09,Monday,1,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,2.95,5.9
FOODS_1_001,FOODS_1,FOODS,CA_1,CA,13,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.6,202.8
FOODS_1_002,FOODS_1,FOODS,CA_1,CA,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.5,62.0
FOODS_1_003,FOODS_1,FOODS,CA_1,CA,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.69,123.21
FOODS_2_001,FOODS_2,FOODS,CA_1,CA,8,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.54,108.32
FOODS_2_002,FOODS_2,FOODS,CA_1,CA,8,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.44,139.52
FOODS_2_003,FOODS_2,FOODS,CA_1,CA,7,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.48,122.36
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,2,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.6,3.2
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.46,37.84
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.22,40.88
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.24,10.48
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,6,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.75,28.5
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.54,46.16
FOODS_1_001,FOODS_1,FOODS,CA_2,CA,15,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.15,62.25
FOODS_1_002,FOODS_1,FOODS,CA_2,CA,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.28,155.52
FOODS_1_003,FOODS_1,FOODS,CA_2,CA,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.12,136.08
FOODS_2_001,FOODS_2,FOODS,CA_2,CA,5,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,7.88,39.4
FOODS_2_002,FOODS_2,FOODS,CA_2,CA,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.53,157.77
FOODS_2_003,FOODS_2,FOODS,CA_2,CA,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.14,46.26
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.6,50.4
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.53,35.06
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.85,53.550003
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,17.97,35.94
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_2,CA,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,1.49,5.96
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_2,CA,3,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.98,35.94
FOODS_1_001,FOODS_1,FOODS,TX_1,TX,10,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.67,66.7
FOODS_1_002,FOODS_1,FOODS,TX_1,TX,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,4.94,44.46
FOODS_1_003,FOODS_1,FOODS,TX_1,TX,7,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.77,61.390003
FOODS_2_001,FOODS_2,FOODS,TX_1,TX,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,8.08,72.72
FOODS_2_002,FOODS_2,FOODS,TX_1,TX,11,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.23,134.53
FOODS_2_003,FOODS_2,FOODS,TX_1,TX,16,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,16.11,257.76
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,7,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,5.09,35.63
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.12,60.48
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,2,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.15,24.3
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,1,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.65,11.65
HOBBIES_1_002,HOBBIES_1,HOBBIES,TX_1,TX,5,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.76,68.8
HOBBIES_1_003,HOBBIES_1,HOBBIES,TX_1,TX,6,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.26,37.56
FOODS_1_001,FOODS_1,FOODS,WI_1,WI,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,13.03,117.27
FOODS_1_002,FOODS_1,FOODS,WI_1,WI,15,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,11.58,173.7
FOODS_1_003,FOODS_1,FOODS,WI_1,WI,12,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.24,122.88
FOODS_2_001,FOODS_2,FOODS,WI_1,WI,15,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,9.21,138.15
FOODS_2_002,FOODS_2,FOODS,WI_1,WI,14,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,14.15,198.09999
FOODS_2_003,FOODS_2,FOODS,WI_1,WI,9,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,10.67,96.03
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.21,24.84
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,6,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.07,72.42
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,5,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,6.46,32.3
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,15.58,15.58
HOBBIES_1_002,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,12.48,24.96
HOBBIES_1_003,HOBBIES_1,HOBBIES,WI_1,WI,3,2015-03-10,Tuesday,2,3,2015,No_Event,No_Event,No_Event,No_Event,1,1,1,2.95,8.85
FOODS_1_001,FOODS_1,FOODS,CA_1,CA,11,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.6,171.6
FOODS_1_002,FOODS_1,FOODS,CA_1,CA,6,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.5,93.0
FOODS_1_003,FOODS_1,FOODS,CA_1,CA,9,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,13.69,123.21
FOODS_2_001,FOODS_2,FOODS,CA_1,CA,7,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,13.54,94.78
FOODS_2_002,FOODS_2,FOODS,CA_1,CA,6,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.44,104.64
FOODS_2_003,FOODS_2,FOODS,CA_1,CA,8,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.48,139.84
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,1.6,6.4
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,3,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,9.46,28.380001
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,5,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,10.22,51.100002
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,2,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,5.24,10.48
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,4,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,4.75,19.0
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,6,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,11.54,69.24
FOODS_1_001,FOODS_1,FOODS,CA_2,CA,11,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,4.15,45.65
FOODS_1_002,FOODS_1,FOODS,CA_2,CA,11,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.28,190.08
FOODS_1_003,FOODS_1,FOODS,CA_2,CA,7,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.12,105.84
FOODS_2_001,FOODS_2,FOODS,CA_2,CA,6,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,7.88,47.28
FOODS_2_002,FOODS_2,FOODS,CA_2,CA,12,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.53,210.36002
FOODS_2_003,FOODS_2,FOODS,CA_2,CA,12,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,5.14,61.68
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,12.6,37.800003
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.53,35.06
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,5,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.85,89.25
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.97,35.94
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_2,CA,3,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,1.49,4.4700003
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_2,CA,2,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,11.98,23.96
FOODS_1_001,FOODS_1,FOODS,TX_1,TX,9,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,6.67,60.03
FOODS_1_002,FOODS_1,FOODS,TX_1,TX,5,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,4.94,24.7
FOODS_1_003,FOODS_1,FOODS,TX_1,TX,7,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,8.77,61.390003
FOODS_2_001,FOODS_2,FOODS,TX_1,TX,7,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,8.08,56.559998
FOODS_2_002,FOODS_2,FOODS,TX_1,TX,16,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,12.23,195.68
FOODS_2_003,FOODS_2,FOODS,TX_1,TX,13,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,16.11,209.43001
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,5,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,5.09,25.45
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,4,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.12,60.48
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,TX_1,TX,2,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,12.15,24.3
HOBBIES_1_001,HOBBIES_1,HOBBIES,TX_1,TX,0,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,11.65,0.0
HOBBIES_1_002,HOBBIES_1,HOBBIES,TX_1,TX,3,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,13.76,41.28
HOBBIES_1_003,HOBBIES_1,HOBBIES,TX_1,TX,3,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,6.26,18.78
FOODS_1_001,FOODS_1,FOODS,WI_1,WI,9,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,13.03,117.27
FOODS_1_002,FOODS_1,FOODS,WI_1,WI,8,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,11.58,92.64
FOODS_1_003,FOODS_1,FOODS,WI_1,WI,12,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,10.24,122.88
FOODS_2_001,FOODS_2,FOODS,WI_1,WI,14,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,9.21,128.94
FOODS_2_002,FOODS_2,FOODS,WI_1,WI,13,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,14.15,183.95
FOODS_2_003,FOODS_2,FOODS,WI_1,WI,8,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,10.67,85.36
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,4,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,6.21,24.84
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,5,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,12.07,60.35
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,3,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,6.46,19.380001
HOBBIES_1_001,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.58,15.58
HOBBIES_1_002,HOBBIES_1,HOBBIES,WI_1,WI,1,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,12.48,12.48
HOBBIES_1_003,HOBBIES_1,HOBBIES,WI_1,WI,2,2015-03-11,Wednesday,3,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,2.95,5.9
FOODS_1_001,FOODS_1,FOODS,CA_1,CA,14,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.6,218.40001
FOODS_1_002,FOODS_1,FOODS,CA_1,CA,5,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.5,77.5
FOODS_1_003,FOODS_1,FOODS,CA_1,CA,10,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,13.69,136.9
FOODS_2_001,FOODS_2,FOODS,CA_1,CA,9,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,13.54,121.86
FOODS_2_002,FOODS_2,FOODS,CA_1,CA,5,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.44,87.200005
FOODS_2_003,FOODS_2,FOODS,CA_1,CA,13,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.48,227.23999
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,4,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,1.6,6.4
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,3,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,9.46,28.380001
HOUSEHOLD_1_003,HOUSEHOLD_1,HOUSEHOLD,CA_1,CA,6,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,10.22,61.32
HOBBIES_1_001,HOBBIES_1,HOBBIES,CA_1,CA,1,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,5.24,5.24
HOBBIES_1_002,HOBBIES_1,HOBBIES,CA_1,CA,5,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,4.75,23.75
HOBBIES_1_003,HOBBIES_1,HOBBIES,CA_1,CA,4,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,11.54,46.16
FOODS_1_001,FOODS_1,FOODS,CA_2,CA,15,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,4.15,62.25
FOODS_1_002,FOODS_1,FOODS,CA_2,CA,9,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.28,155.52
FOODS_1_003,FOODS_1,FOODS,CA_2,CA,11,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,15.12,166.31999
FOODS_2_001,FOODS_2,FOODS,CA_2,CA,6,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,7.88,47.28
FOODS_2_002,FOODS_2,FOODS,CA_2,CA,12,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.53,210.36002
FOODS_2_003,FOODS_2,FOODS,CA_2,CA,9,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,5.14,46.26
HOUSEHOLD_1_001,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,3,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,12.6,37.800003
HOUSEHOLD_1_002,HOUSEHOLD_1,HOUSEHOLD,CA_2,CA,2,2015-03-12,Thursday,4,3,2015,No_Event,No_Event,No_Event,No_Event,0,0,0,17.53,35.06
