d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_398,30232,2012-03-01,11205,Thursday,6,3,2012,1,1,0
d_399,32543,2012-03-02,11205,Friday,7,3,2012,1,0,1
d_400,41319,2012-03-03,11206,Saturday,1,3,2012,1,1,1
d_401,40325,2012-03-04,11206,Sunday,2,3,2012,1,0,0
d_402,32703,2012-03-05,11206,Monday,3,3,2012,1,1,1
d_403,31532,2012-03-06,11206,Tuesday,4,3,2012,1,1,1
d_404,28608,2012-03-07,11206,Wednesday,5,3,2012,1,1,0
d_405,29759,2012-03-08,11206,Thursday,6,3,2012,1,0,1
d_406,32322,2012-03-09,11206,Friday,7,3,2012,1,1,1
d_407,39559,2012-03-10,11207,Saturday,1,3,2012,1,0,0
d_408,40612,2012-03-11,11207,Sunday,2,3,2012,0,1,1
d_409,32501,2012-03-12,11207,Monday,3,3,2012,0,1,1
d_410,29100,2012-03-13,11207,Tuesday,4,3,2012,0,1,0
d_411,27841,2012-03-14,11207,Wednesday,5,3,2012,0,0,1
d_412,30752,2012-03-15,11207,Thursday,6,3,2012,0,1,1
d_413,30951,2012-03-16,11207,Friday,7,3,2012,0,0,0
d_414,37904,2012-03-17,11208,Saturday,1,3,2012,0,0,0
d_415,37694,2012-03-18,11208,Sunday,2,3,2012,0,0,0
d_416,29187,2012-03-19,11208,Monday,3,3,2012,0,0,0
d_417,25533,2012-03-20,11208,Tuesday,4,3,2012,0,0,0
d_418,26227,2012-03-21,11208,Wednesday,5,3,2012,0,0,0
d_419,26015,2012-03-22,11208,Thursday,6,3,2012,0,0,0
d_420,29055,2012-03-23,11208,Friday,7,3,2012,0,0,0
d_421,37089,2012-03-24,11209,Saturday,1,3,2012,0,0,0
d_422,37843,2012-03-25,11209,Sunday,2,3,2012,0,0,0
d_423,27182,2012-03-26,11209,Monday,3,3,2012,0,0,0
d_424,24649,2012-03-27,11209,Tuesday,4,3,2012,0,0,0
d_425,24783,2012-03-28,11209,Wednesday,5,3,2012,0,0,0
d_426,23879,2012-03-29,11209,Thursday,6,3,2012,0,0,0
d_427,30732,2012-03-30,11209,Friday,7,3,2012,0,0,0
d_428,38463,2012-03-31,11210,Saturday,1,3,2012,0,0,0
d_429,39783,2012-04-01,11210,Sunday,2,4,2012,1,1,0
d_430,31359,2012-04-02,11210,Monday,3,4,2012,1,0,1
d_431,33033,2012-04-03,11210,Tuesday,4,4,2012,1,1,1
d_432,28318,2012-04-04,11210,Wednesday,5,4,2012,1,0,0
d_433,31368,2012-04-05,11210,Thursday,6,4,2012,1,1,1
d_434,37545,2012-04-06,11210,Friday,7,4,2012,1,1,1
d_435,45638,2012-04-07,11211,Saturday,1,4,2012,1,1,0
d_436,36210,2012-04-08,11211,Sunday,2,4,2012,1,0,1
d_437,31993,2012-04-09,11211,Monday,3,4,2012,1,1,1
d_438,28800,2012-04-10,11211,Tuesday,4,4,2012,1,0,0
d_439,29575,2012-04-11,11211,Wednesday,5,4,2012,0,1,1
d_440,28568,2012-04-12,11211,Thursday,6,4,2012,0,1,1
d_441,31938,2012-04-13,11211,Friday,7,4,2012,0,1,0
d_442,38546,2012-04-14,11212,Saturday,1,4,2012,0,0,1
d_443,38707,2012-04-15,11212,Sunday,2,4,2012,0,1,1
d_444,27672,2012-04-16,11212,Monday,3,4,2012,0,0,0
d_445,26067,2012-04-17,11212,Tuesday,4,4,2012,0,0,0
d_446,24699,2012-04-18,11212,Wednesday,5,4,2012,0,0,0
d_447,24824,2012-04-19,11212,Thursday,6,4,2012,0,0,0
d_448,28143,2012-04-20,11212,Friday,7,4,2012,0,0,0
d_449,36708,2012-04-21,11213,Saturday,1,4,2012,0,0,0
d_450,36764,2012-04-22,11213,Sunday,2,4,2012,0,0,0
d_451,26670,2012-04-23,11213,Monday,3,4,2012,0,0,0
d_452,24848,2012-04-24,11213,Tuesday,4,4,2012,0,0,0
d_453,24448,2012-04-25,11213,Wednesday,5,4,2012,0,0,0
d_454,24530,2012-04-26,11213,Thursday,6,4,2012,0,0,0
d_455,28977,2012-04-27,11213,Friday,7,4,2012,0,0,0
d_456,35647,2012-04-28,11214,Saturday,1,4,2012,0,0,0
d_457,36124,2012-04-29,11214,Sunday,2,4,2012,0,0,0
d_458,27356,2012-04-30,11214,Monday,3,4,2012,0,0,0
d_459,30290,2012-05-01,11214,Tuesday,4,5,2012,1,1,0
d_460,29239,2012-05-02,11214,Wednesday,5,5,2012,1,0,1
d_461,32959,2012-05-03,11214,Thursday,6,5,2012,1,1,1
d_462,32932,2012-05-04,11214,Friday,7,5,2012,1,0,0
d_463,39201,2012-05-05,11215,Saturday,1,5,2012,1,1,1
d_464,41529,2012-05-06,11215,Sunday,2,5,2012,1,1,1
d_465,33477,2012-05-07,11215,Monday,3,5,2012,1,1,0
d_466,30433,2012-05-08,11215,Tuesday,4,5,2012,1,0,1
d_467,30204,2012-05-09,11215,Wednesday,5,5,2012,1,1,1
d_468,28164,2012-05-10,11215,Thursday,6,5,2012,1,0,0
d_469,32814,2012-05-11,11215,Friday,7,5,2012,0,1,1
d_470,40872,2012-05-12,11216,Saturday,1,5,2012,0,1,1
d_471,33769,2012-05-13,11216,Sunday,2,5,2012,0,1,0
d_472,31583,2012-05-14,11216,Monday,3,5,2012,0,0,1
d_473,31758,2012-05-15,11216,Tuesday,4,5,2012,0,1,1
d_474,28677,2012-05-16,11216,Wednesday,5,5,2012,0,0,0
d_475,27323,2012-05-17,11216,Thursday,6,5,2012,0,0,0
d_476,32311,2012-05-18,11216,Friday,7,5,2012,0,0,0
d_477,37929,2012-05-19,11217,Saturday,1,5,2012,0,0,0
d_478,39514,2012-05-20,11217,Sunday,2,5,2012,0,0,0
d_479,28805,2012-05-21,11217,Monday,3,5,2012,0,0,0
d_480,27502,2012-05-22,11217,Tuesday,4,5,2012,0,0,0
d_481,26623,2012-05-23,11217,Wednesday,5,5,2012,0,0,0
d_482,27963,2012-05-24,11217,Thursday,6,5,2012,0,0,0
d_483,32797,2012-05-25,11217,Friday,7,5,2012,0,0,0
d_484,37239,2012-05-26,11218,Saturday,1,5,2012,0,0,0
d_485,33853,2012-05-27,11218,Sunday,2,5,2012,0,0,0
d_486,33407,2012-05-28,11218,Monday,3,5,2012,0,0,0
d_487,28620,2012-05-29,11218,Tuesday,4,5,2012,0,0,0
d_488,27150,2012-05-30,11218,Wednesday,5,5,2012,0,0,0
d_489,28809,2012-05-31,11218,Thursday,6,5,2012,0,0,0
d_490,39529,2012-06-01,11218,Friday,7,6,2012,1,1,0
d_491,44943,2012-06-02,11219,Saturday,1,6,2012,1,0,1
d_492,43910,2012-06-03,11219,Sunday,2,6,2012,1,1,1
d_493,33294,2012-06-04,11219,Monday,3,6,2012,1,0,0
d_494,34006,2012-06-05,11219,Tuesday,4,6,2012,1,1,1
d_495,33587,2012-06-06,11219,Wednesday,5,6,2012,1,1,1
d_496,32535,2012-06-07,11219,Thursday,6,6,2012,1,1,0
d_497,36901,2012-06-08,11219,Friday,7,6,2012,1,0,1
d_498,43309,2012-06-09,11220,Saturday,1,6,2012,1,1,1
d_499,44944,2012-06-10,11220,Sunday,2,6,2012,1,0,0
d_500,39636,2012-06-11,11220,Monday,3,6,2012,0,1,1
d_501,35074,2012-06-12,11220,Tuesday,4,6,2012,0,1,1
d_502,32930,2012-06-13,11220,Wednesday,5,6,2012,0,1,0
d_503,33782,2012-06-14,11220,Thursday,6,6,2012,0,0,1
d_504,41798,2012-06-15,11220,Friday,7,6,2012,0,1,1
d_505,44438,2012-06-16,11221,Saturday,1,6,2012,0,0,0
d_506,39039,2012-06-17,11221,Sunday,2,6,2012,0,0,0
d_507,34100,2012-06-18,11221,Monday,3,6,2012,0,0,0
d_508,31967,2012-06-19,11221,Tuesday,4,6,2012,0,0,0
d_509,31468,2012-06-20,11221,Wednesday,5,6,2012,0,0,0
d_510,30764,2012-06-21,11221,Thursday,6,6,2012,0,0,0
d_511,36477,2012-06-22,11221,Friday,7,6,2012,0,0,0
d_512,40010,2012-06-23,11222,Saturday,1,6,2012,0,0,0
d_513,40509,2012-06-24,11222,Sunday,2,6,2012,0,0,0
d_514,31847,2012-06-25,11222,Monday,3,6,2012,0,0,0
d_515,29371,2012-06-26,11222,Tuesday,4,6,2012,0,0,0
d_516,28885,2012-06-27,11222,Wednesday,5,6,2012,0,0,0
d_517,29585,2012-06-28,11222,Thursday,6,6,2012,0,0,0
d_518,36377,2012-06-29,11222,Friday,7,6,2012,0,0,0
d_519,40594,2012-06-30,11223,Saturday,1,6,2012,0,0,0
d_520,40699,2012-07-01,11223,Sunday,2,7,2012,1,1,0
d_521,35863,2012-07-02,11223,Monday,3,7,2012,1,0,1
d_522,39542,2012-07-03,11223,Tuesday,4,7,2012,1,1,1
d_523,32656,2012-07-04,11223,Wednesday,5,7,2012,1,0,0
d_524,34408,2012-07-05,11223,Thursday,6,7,2012,1,1,1
d_525,39991,2012-07-06,11223,Friday,7,7,2012,1,1,1
d_526,41431,2012-07-07,11224,Saturday,1,7,2012,1,1,0
d_527,42672,2012-07-08,11224,Sunday,2,7,2012,1,0,1
d_528,35770,2012-07-09,11224,Monday,3,7,2012,1,1,1
d_529,32587,2012-07-10,11224,Tuesday,4,7,2012,1,0,0
d_530,33072,2012-07-11,11224,Wednesday,5,7,2012,0,1,1
d_531,33077,2012-07-12,11224,Thursday,6,7,2012,0,1,1
d_532,36582,2012-07-13,11224,Friday,7,7,2012,0,1,0
d_533,42348,2012-07-14,11225,Saturday,1,7,2012,0,0,1
d_534,43689,2012-07-15,11225,Sunday,2,7,2012,0,1,1
d_535,33020,2012-07-16,11225,Monday,3,7,2012,0,0,0
d_536,30418,2012-07-17,11225,Tuesday,4,7,2012,0,0,0
d_537,28916,2012-07-18,11225,Wednesday,5,7,2012,0,0,0
d_538,30864,2012-07-19,11225,Thursday,6,7,2012,0,0,0
d_539,35402,2012-07-20,11225,Friday,7,7,2012,0,0,0
d_540,39544,2012-07-21,11226,Saturday,1,7,2012,0,0,0
d_541,39952,2012-07-22,11226,Sunday,2,7,2012,0,0,0
d_542,30864,2012-07-23,11226,Monday,3,7,2012,0,0,0
d_543,29479,2012-07-24,11226,Tuesday,4,7,2012,0,0,0
d_544,28354,2012-07-25,11226,Wednesday,5,7,2012,0,0,0
d_545,28538,2012-07-26,11226,Thursday,6,7,2012,0,0,0
d_546,31840,2012-07-27,11226,Friday,7,7,2012,0,0,0
d_547,34588,2012-07-28,11227,Saturday,1,7,2012,0,0,0
d_548,36147,2012-07-29,11227,Sunday,2,7,2012,0,0,0
d_549,28933,2012-07-30,11227,Monday,3,7,2012,0,0,0
d_550,29531,2012-07-31,11227,Tuesday,4,7,2012,0,0,0
d_551,33970,2012-08-01,11227,Wednesday,5,8,2012,1,1,0
d_552,35260,2012-08-02,11227,Thursday,6,8,2012,1,0,1
d_553,39511,2012-08-03,11227,Friday,7,8,2012,1,1,1
d_554,41276,2012-08-04,11228,Saturday,1,8,2012,1,0,0
d_555,43009,2012-08-05,11228,Sunday,2,8,2012,1,1,1
d_556,37024,2012-08-06,11228,Monday,3,8,2012,1,1,1
d_557,32394,2012-08-07,11228,Tuesday,4,8,2012,1,1,0
d_558,32301,2012-08-08,11228,Wednesday,5,8,2012,1,0,1
d_559,35008,2012-08-09,11228,Thursday,6,8,2012,1,1,1
d_560,36465,2012-08-10,11228,Friday,7,8,2012,1,0,0
d_561,44081,2012-08-11,11229,Saturday,1,8,2012,0,1,1
d_562,45798,2012-08-12,11229,Sunday,2,8,2012,0,1,1
d_563,36030,2012-08-13,11229,Monday,3,8,2012,0,1,0
d_564,34312,2012-08-14,11229,Tuesday,4,8,2012,0,0,1
d_565,35497,2012-08-15,11229,Wednesday,5,8,2012,0,1,1
d_566,34405,2012-08-16,11229,Thursday,6,8,2012,0,0,0
d_567,35457,2012-08-17,11229,Friday,7,8,2012,0,0,0
d_568,41521,2012-08-18,11230,Saturday,1,8,2012,0,0,0
d_569,43364,2012-08-19,11230,Sunday,2,8,2012,0,0,0
d_570,32410,2012-08-20,11230,Monday,3,8,2012,0,0,0
d_571,30206,2012-08-21,11230,Tuesday,4,8,2012,0,0,0
d_572,28922,2012-08-22,11230,Wednesday,5,8,2012,0,0,0
d_573,28552,2012-08-23,11230,Thursday,6,8,2012,0,0,0
d_574,33044,2012-08-24,11230,Friday,7,8,2012,0,0,0
d_575,39964,2012-08-25,11231,Saturday,1,8,2012,0,0,0
d_576,41021,2012-08-26,11231,Sunday,2,8,2012,0,0,0
d_577,31010,2012-08-27,11231,Monday,3,8,2012,0,0,0
d_578,28472,2012-08-28,11231,Tuesday,4,8,2012,0,0,0
d_579,27101,2012-08-29,11231,Wednesday,5,8,2012,0,0,0
d_580,28303,2012-08-30,11231,Thursday,6,8,2012,0,0,0
d_581,37092,2012-08-31,11231,Friday,7,8,2012,0,0,0
d_582,44630,2012-09-01,11232,Saturday,1,9,2012,1,1,0
d_583,42819,2012-09-02,11232,Sunday,2,9,2012,1,0,1
d_584,44525,2012-09-03,11232,Monday,3,9,2012,1,1,1
d_585,31879,2012-09-04,11232,Tuesday,4,9,2012,1,0,0
d_586,31854,2012-09-05,11232,Wednesday,5,9,2012,1,1,1
d_587,32575,2012-09-06,11232,Thursday,6,9,2012,1,1,1
d_588,34775,2012-09-07,11232,Friday,7,9,2012,1,1,0
d_589,43218,2012-09-08,11233,Saturday,1,9,2012,1,0,1
d_590,46649,2012-09-09,11233,Sunday,2,9,2012,1,1,1
d_591,32972,2012-09-10,11233,Monday,3,9,2012,1,0,0
d_592,32370,2012-09-11,11233,Tuesday,4,9,2012,0,1,1
d_593,31018,2012-09-12,11233,Wednesday,5,9,2012,0,1,1
d_594,30142,2012-09-13,11233,Thursday,6,9,2012,0,1,0
d_595,36359,2012-09-14,11233,Friday,7,9,2012,0,0,1
d_596,45959,2012-09-15,11234,Saturday,1,9,2012,0,1,1
d_597,44286,2012-09-16,11234,Sunday,2,9,2012,0,0,0
d_598,31860,2012-09-17,11234,Monday,3,9,2012,0,0,0
d_599,29276,2012-09-18,11234,Tuesday,4,9,2012,0,0,0
d_600,27065,2012-09-19,11234,Wednesday,5,9,2012,0,0,0
d_601,28557,2012-09-20,11234,Thursday,6,9,2012,0,0,0
d_602,33634,2012-09-21,11234,Friday,7,9,2012,0,0,0
d_603,41889,2012-09-22,11235,Saturday,1,9,2012,0,0,0
d_604,41362,2012-09-23,11235,Sunday,2,9,2012,0,0,0
d_605,29176,2012-09-24,11235,Monday,3,9,2012,0,0,0
d_606,27979,2012-09-25,11235,Tuesday,4,9,2012,0,0,0
d_607,26932,2012-09-26,11235,Wednesday,5,9,2012,0,0,0
d_608,27231,2012-09-27,11235,Thursday,6,9,2012,0,0,0
d_609,32656,2012-09-28,11235,Friday,7,9,2012,0,0,0
d_610,40981,2012-09-29,11236,Saturday,1,9,2012,0,0,0
d_611,39736,2012-09-30,11236,Sunday,2,9,2012,0,0,0
d_612,34841,2012-10-01,11236,Monday,3,10,2012,1,1,0
d_613,33830,2012-10-02,11236,Tuesday,4,10,2012,1,0,1
d_614,34220,2012-10-03,11236,Wednesday,5,10,2012,1,1,1
d_615,30075,2012-10-04,11236,Thursday,6,10,2012,1,0,0
d_616,34588,2012-10-05,11236,Friday,7,10,2012,1,1,1
d_617,44040,2012-10-06,11237,Saturday,1,10,2012,1,1,1
d_618,41872,2012-10-07,11237,Sunday,2,10,2012,1,1,0
d_619,33790,2012-10-08,11237,Monday,3,10,2012,1,0,1
d_620,32295,2012-10-09,11237,Tuesday,4,10,2012,1,1,1
d_621,29969,2012-10-10,11237,Wednesday,5,10,2012,1,0,0
d_622,29998,2012-10-11,11237,Thursday,6,10,2012,0,1,1
d_623,35052,2012-10-12,11237,Friday,7,10,2012,0,1,1
d_624,42226,2012-10-13,11238,Saturday,1,10,2012,0,1,0
d_625,42237,2012-10-14,11238,Sunday,2,10,2012,0,0,1
d_626,33684,2012-10-15,11238,Monday,3,10,2012,0,1,1
d_627,27869,2012-10-16,11238,Tuesday,4,10,2012,0,0,0
d_628,27103,2012-10-17,11238,Wednesday,5,10,2012,0,0,0
d_629,26169,2012-10-18,11238,Thursday,6,10,2012,0,0,0
d_630,29711,2012-10-19,11238,Friday,7,10,2012,0,0,0
d_631,36689,2012-10-20,11239,Saturday,1,10,2012,0,0,0
d_632,36987,2012-10-21,11239,Sunday,2,10,2012,0,0,0
d_633,26712,2012-10-22,11239,Monday,3,10,2012,0,0,0
d_634,25419,2012-10-23,11239,Tuesday,4,10,2012,0,0,0
d_635,24390,2012-10-24,11239,Wednesday,5,10,2012,0,0,0
d_636,24312,2012-10-25,11239,Thursday,6,10,2012,0,0,0
d_637,31863,2012-10-26,11239,Friday,7,10,2012,0,0,0
d_638,38547,2012-10-27,11240,Saturday,1,10,2012,0,0,0
d_639,37184,2012-10-28,11240,Sunday,2,10,2012,0,0,0
d_640,27581,2012-10-29,11240,Monday,3,10,2012,0,0,0
d_641,28080,2012-10-30,11240,Tuesday,4,10,2012,0,0,0
d_642,24975,2012-10-31,11240,Wednesday,5,10,2012,0,0,0
d_643,31051,2012-11-01,11240,Thursday,6,11,2012,1,1,0
d_644,35514,2012-11-02,11240,Friday,7,11,2012,1,0,1
d_645,45079,2012-11-03,11241,Saturday,1,11,2012,1,1,1
d_646,42545,2012-11-04,11241,Sunday,2,11,2012,1,0,0
d_647,33057,2012-11-05,11241,Monday,3,11,2012,1,1,1
d_648,30514,2012-11-06,11241,Tuesday,4,11,2012,1,1,1
d_649,29683,2012-11-07,11241,Wednesday,5,11,2012,1,1,0
d_650,30757,2012-11-08,11241,Thursday,6,11,2012,1,0,1
d_651,35722,2012-11-09,11241,Friday,7,11,2012,1,1,1
d_652,42884,2012-11-10,11242,Saturday,1,11,2012,1,0,0
d_653,43517,2012-11-11,11242,Sunday,2,11,2012,0,1,1
d_654,33213,2012-11-12,11242,Monday,3,11,2012,0,1,1
d_655,28308,2012-11-13,11242,Tuesday,4,11,2012,0,1,0
d_656,27835,2012-11-14,11242,Wednesday,5,11,2012,0,0,1
d_657,29713,2012-11-15,11242,Thursday,6,11,2012,0,1,1
d_658,31616,2012-11-16,11242,Friday,7,11,2012,0,0,0
d_659,40441,2012-11-17,11243,Saturday,1,11,2012,0,0,0
d_660,37576,2012-11-18,11243,Sunday,2,11,2012,0,0,0
d_661,29330,2012-11-19,11243,Monday,3,11,2012,0,0,0
d_662,30274,2012-11-20,11243,Tuesday,4,11,2012,0,0,0
d_663,35208,2012-11-21,11243,Wednesday,5,11,2012,0,0,0
d_664,21909,2012-11-22,11243,Thursday,6,11,2012,0,0,0
d_665,23423,2012-11-23,11243,Friday,7,11,2012,0,0,0
d_666,30016,2012-11-24,11244,Saturday,1,11,2012,0,0,0
d_667,32732,2012-11-25,11244,Sunday,2,11,2012,0,0,0
d_668,26476,2012-11-26,11244,Monday,3,11,2012,0,0,0
d_669,24489,2012-11-27,11244,Tuesday,4,11,2012,0,0,0
d_670,23545,2012-11-28,11244,Wednesday,5,11,2012,0,0,0
d_671,23868,2012-11-29,11244,Thursday,6,11,2012,0,0,0
d_672,30389,2012-11-30,11244,Friday,7,11,2012,0,0,0
d_673,42496,2012-12-01,11245,Saturday,1,12,2012,1,1,0
d_674,40940,2012-12-02,11245,Sunday,2,12,2012,1,0,1
d_675,35337,2012-12-03,11245,Monday,3,12,2012,1,1,1
d_676,28819,2012-12-04,11245,Tuesday,4,12,2012,1,0,0
d_677,31184,2012-12-05,11245,Wednesday,5,12,2012,1,1,1
d_678,31124,2012-12-06,11245,Thursday,6,12,2012,1,1,1
d_679,33594,2012-12-07,11245,Friday,7,12,2012,1,1,0
d_680,41573,2012-12-08,11246,Saturday,1,12,2012,1,0,1
d_681,42526,2012-12-09,11246,Sunday,2,12,2012,1,1,1
d_682,31089,2012-12-10,11246,Monday,3,12,2012,1,0,0
d_683,30298,2012-12-11,11246,Tuesday,4,12,2012,0,1,1
d_684,30016,2012-12-12,11246,Wednesday,5,12,2012,0,1,1
d_685,28671,2012-12-13,11246,Thursday,6,12,2012,0,1,0
d_686,32902,2012-12-14,11246,Friday,7,12,2012,0,0,1
d_687,42390,2012-12-15,11247,Saturday,1,12,2012,0,1,1
d_688,40053,2012-12-16,11247,Sunday,2,12,2012,0,0,0
d_689,31025,2012-12-17,11247,Monday,3,12,2012,0,0,0
d_690,30254,2012-12-18,11247,Tuesday,4,12,2012,0,0,0
d_691,31782,2012-12-19,11247,Wednesday,5,12,2012,0,0,0
d_692,30872,2012-12-20,11247,Thursday,6,12,2012,0,0,0
d_693,32848,2012-12-21,11247,Friday,7,12,2012,0,0,0
d_694,40015,2012-12-22,11248,Saturday,1,12,2012,0,0,0
d_695,38987,2012-12-23,11248,Sunday,2,12,2012,0,0,0
d_696,32623,2012-12-24,11248,Monday,3,12,2012,0,0,0
d_697,11,2012-12-25,11248,Tuesday,4,12,2012,0,0,0
d_698,29701,2012-12-26,11248,Wednesday,5,12,2012,0,0,0
d_699,29086,2012-12-27,11248,Thursday,6,12,2012,0,0,0
d_700,32347,2012-12-28,11248,Friday,7,12,2012,0,0,0
d_701,37154,2012-12-29,11249,Saturday,1,12,2012,0,0,0
d_702,35699,2012-12-30,11249,Sunday,2,12,2012,0,0,0
d_703,35036,2012-12-31,11249,Monday,3,12,2012,0,0,0
d_704,24087,2013-01-01,11249,Tuesday,4,1,2013,1,1,0
d_705,32184,2013-01-02,11249,Wednesday,5,1,2013,1,0,1
d_706,36241,2013-01-03,11249,Thursday,6,1,2013,1,1,1
d_707,33742,2013-01-04,11249,Friday,7,1,2013,1,0,0
d_708,43287,2013-01-05,11250,Saturday,1,1,2013,1,1,1
d_709,43994,2013-01-06,11250,Sunday,2,1,2013,1,1,1
d_710,33517,2013-01-07,11250,Monday,3,1,2013,1,1,0
d_711,31220,2013-01-08,11250,Tuesday,4,1,2013,1,0,1
d_712,29532,2013-01-09,11250,Wednesday,5,1,2013,1,1,1
d_713,29793,2013-01-10,11250,Thursday,6,1,2013,1,0,0
d_714,34476,2013-01-11,11250,Friday,7,1,2013,0,1,1
d_715,45878,2013-01-12,11251,Saturday,1,1,2013,0,1,1
d_716,40207,2013-01-13,11251,Sunday,2,1,2013,0,1,0
d_717,30614,2013-01-14,11251,Monday,3,1,2013,0,0,1
d_718,30901,2013-01-15,11251,Tuesday,4,1,2013,0,1,1
d_719,28802,2013-01-16,11251,Wednesday,5,1,2013,0,0,0
d_720,28370,2013-01-17,11251,Thursday,6,1,2013,0,0,0
d_721,32812,2013-01-18,11251,Friday,7,1,2013,0,0,0
d_722,42267,2013-01-19,11252,Saturday,1,1,2013,0,0,0
d_723,37041,2013-01-20,11252,Sunday,2,1,2013,0,0,0
d_724,30887,2013-01-21,11252,Monday,3,1,2013,0,0,0
d_725,25556,2013-01-22,11252,Tuesday,4,1,2013,0,0,0
d_726,25594,2013-01-23,11252,Wednesday,5,1,2013,0,0,0
d_727,24967,2013-01-24,11252,Thursday,6,1,2013,0,0,0
d_728,29852,2013-01-25,11252,Friday,7,1,2013,0,0,0
d_729,40693,2013-01-26,11301,Saturday,1,1,2013,0,0,0
d_730,38427,2013-01-27,11301,Sunday,2,1,2013,0,0,0
d_731,27796,2013-01-28,11301,Monday,3,1,2013,0,0,0
d_732,25549,2013-01-29,11301,Tuesday,4,1,2013,0,0,0
d_733,23523,2013-01-30,11301,Wednesday,5,1,2013,0,0,0
d_734,26751,2013-01-31,11301,Thursday,6,1,2013,0,0,0
d_735,39076,2013-02-01,11301,Friday,7,2,2013,1,1,0
d_736,51032,2013-02-02,11302,Saturday,1,2,2013,1,0,1
d_737,41558,2013-02-03,11302,Sunday,2,2,2013,1,1,1
d_738,28992,2013-02-04,11302,Monday,3,2,2013,1,0,0
d_739,31633,2013-02-05,11302,Tuesday,4,2,2013,1,1,1
d_740,31937,2013-02-06,11302,Wednesday,5,2,2013,1,1,1
d_741,29699,2013-02-07,11302,Thursday,6,2,2013,1,1,0
d_742,35546,2013-02-08,11302,Friday,7,2,2013,1,0,1
d_743,45852,2013-02-09,11303,Saturday,1,2,2013,1,1,1
d_744,43910,2013-02-10,11303,Sunday,2,2,2013,1,0,0
d_745,36617,2013-02-11,11303,Monday,3,2,2013,0,1,1
d_746,36141,2013-02-12,11303,Tuesday,4,2,2013,0,1,1
d_747,38551,2013-02-13,11303,Wednesday,5,2,2013,0,1,0
d_748,30209,2013-02-14,11303,Thursday,6,2,2013,0,0,1
d_749,38260,2013-02-15,11303,Friday,7,2,2013,0,1,1
d_750,45157,2013-02-16,11304,Saturday,1,2,2013,0,0,0
d_751,44653,2013-02-17,11304,Sunday,2,2,2013,0,0,0
d_752,34638,2013-02-18,11304,Monday,3,2,2013,0,0,0
d_753,28248,2013-02-19,11304,Tuesday,4,2,2013,0,0,0
d_754,30201,2013-02-20,11304,Wednesday,5,2,2013,0,0,0
d_755,31408,2013-02-21,11304,Thursday,6,2,2013,0,0,0
d_756,32563,2013-02-22,11304,Friday,7,2,2013,0,0,0
d_757,43031,2013-02-23,11305,Saturday,1,2,2013,0,0,0
d_758,44142,2013-02-24,11305,Sunday,2,2,2013,0,0,0
d_759,32020,2013-02-25,11305,Monday,3,2,2013,0,0,0
d_760,27328,2013-02-26,11305,Tuesday,4,2,2013,0,0,0
d_761,27884,2013-02-27,11305,Wednesday,5,2,2013,0,0,0
d_762,30374,2013-02-28,11305,Thursday,6,2,2013,0,0,0
d_763,39451,2013-03-01,11305,Friday,7,3,2013,1,1,0
d_764,49772,2013-03-02,11306,Saturday,1,3,2013,1,0,1
d_765,48247,2013-03-03,11306,Sunday,2,3,2013,1,1,1
d_766,35817,2013-03-04,11306,Monday,3,3,2013,1,0,0
d_767,31236,2013-03-05,11306,Tuesday,4,3,2013,1,1,1
d_768,32028,2013-03-06,11306,Wednesday,5,3,2013,1,1,1
d_769,29770,2013-03-07,11306,Thursday,6,3,2013,1,1,0
d_770,34292,2013-03-08,11306,Friday,7,3,2013,1,0,1
d_771,44889,2013-03-09,11307,Saturday,1,3,2013,1,1,1
d_772,44108,2013-03-10,11307,Sunday,2,3,2013,1,0,0
d_773,36438,2013-03-11,11307,Monday,3,3,2013,0,1,1
d_774,33792,2013-03-12,11307,Tuesday,4,3,2013,0,1,1
d_775,31808,2013-03-13,11307,Wednesday,5,3,2013,0,1,0
d_776,33167,2013-03-14,11307,Thursday,6,3,2013,0,0,1
d_777,37501,2013-03-15,11307,Friday,7,3,2013,0,1,1
d_778,43652,2013-03-16,11308,Saturday,1,3,2013,0,0,0
d_779,42570,2013-03-17,11308,Sunday,2,3,2013,0,0,0
d_780,31365,2013-03-18,11308,Monday,3,3,2013,0,0,0
d_781,29012,2013-03-19,11308,Tuesday,4,3,2013,0,0,0
d_782,29456,2013-03-20,11308,Wednesday,5,3,2013,0,0,0
d_783,29642,2013-03-21,11308,Thursday,6,3,2013,0,0,0
d_784,33168,2013-03-22,11308,Friday,7,3,2013,0,0,0
d_785,40620,2013-03-23,11309,Saturday,1,3,2013,0,0,0
d_786,40633,2013-03-24,11309,Sunday,2,3,2013,0,0,0
d_787,29667,2013-03-25,11309,Monday,3,3,2013,0,0,0
d_788,28632,2013-03-26,11309,Tuesday,4,3,2013,0,0,0
d_789,28258,2013-03-27,11309,Wednesday,5,3,2013,0,0,0
d_790,29654,2013-03-28,11309,Thursday,6,3,2013,0,0,0
d_791,38067,2013-03-29,11309,Friday,7,3,2013,0,0,0
d_792,46410,2013-03-30,11310,Saturday,1,3,2013,0,0,0
d_793,34448,2013-03-31,11310,Sunday,2,3,2013,0,0,0
d_794,34522,2013-04-01,11310,Monday,3,4,2013,1,1,0
d_795,34642,2013-04-02,11310,Tuesday,4,4,2013,1,0,1
