d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28
d_392,27870,2012-02-24,11204,Friday,7,2,2012,0,0,0,27604.0,29863.0,27199.0,29366.285714285714,30405.5,30991.428571428572
d_393,35769,2012-02-25,11205,Saturday,1,2,2012,0,0,0,36622.0,41757.0,34362.0,29244.428571428572,29977.785714285714,31041.678571428572
d_394,36281,2012-02-26,11205,Sunday,2,2,2012,0,0,0,36338.0,41904.0,33577.0,29236.285714285714,29576.14285714286,31138.25
d_395,27270,2012-02-27,11205,Monday,3,2,2012,0,0,0,30218.0,31675.0,25188.0,28815.14285714286,29261.5,31212.60714285714
d_396,24359,2012-02-28,11205,Tuesday,4,2,2012,0,0,0,25190.0,25100.0,25124.0,28696.428571428572,29208.571428571428,31185.285714285714
d_397,24802,2012-02-29,11205,Wednesday,5,2,2012,0,0,0,24115.0,26878.0,29851.0,28794.571428571428,29060.285714285714,31004.964285714286
d_398,30232,2012-03-01,11205,Thursday,6,3,2012,1,1,0,25211.0,25195.0,28615.0,29511.85714285714,29420.071428571428,31062.714285714286
d_399,32543,2012-03-02,11205,Friday,7,3,2012,1,0,1,27870.0,27604.0,35104.0,30179.428571428572,29772.85714285714,30971.25
d_400,41319,2012-03-03,11206,Saturday,1,3,2012,1,1,1,35769.0,36622.0,43029.0,30972.285714285714,30108.35714285714,30910.178571428572
d_401,40325,2012-03-04,11206,Sunday,2,3,2012,1,0,0,36281.0,36338.0,40075.0,31550.0,30393.14285714286,30919.10714285714
d_402,32703,2012-03-05,11206,Monday,3,3,2012,1,1,1,27270.0,30218.0,30681.0,32326.14285714286,30570.64285714286,30991.321428571428
d_403,31532,2012-03-06,11206,Tuesday,4,3,2012,1,1,1,24359.0,25190.0,28108.0,33350.857142857145,31023.64285714286,31113.60714285714
d_404,28608,2012-03-07,11206,Wednesday,5,3,2012,1,1,0,24802.0,24115.0,28579.0,33894.57142857143,31344.571428571428,31114.64285714286
d_405,29759,2012-03-08,11206,Thursday,6,3,2012,1,0,1,30232.0,25211.0,29927.0,33827.0,31669.428571428572,31108.64285714286
d_406,32322,2012-03-09,11206,Friday,7,3,2012,1,1,1,32543.0,27870.0,29863.0,33795.42857142857,31987.428571428572,31196.464285714286
d_407,39559,2012-03-10,11207,Saturday,1,3,2012,1,0,0,41319.0,35769.0,41757.0,33544.0,32258.14285714286,31117.964285714286
d_408,40612,2012-03-11,11207,Sunday,2,3,2012,0,1,1,40325.0,36281.0,41904.0,33585.0,32567.5,31071.821428571428
d_409,32501,2012-03-12,11207,Monday,3,3,2012,0,1,1,32703.0,27270.0,31675.0,33556.142857142855,32941.142857142855,31101.321428571428
d_410,29100,2012-03-13,11207,Tuesday,4,3,2012,0,1,0,31532.0,24359.0,25100.0,33208.71428571428,33279.78571428572,31244.178571428572
d_411,27841,2012-03-14,11207,Wednesday,5,3,2012,0,0,1,28608.0,24802.0,26878.0,33099.142857142855,33496.857142857145,31278.571428571428
d_412,30752,2012-03-15,11207,Thursday,6,3,2012,0,1,1,29759.0,30232.0,25195.0,33241.0,33534.0,31477.035714285714
d_413,30951,2012-03-16,11207,Friday,7,3,2012,0,0,0,32322.0,32543.0,27604.0,33045.142857142855,33420.28571428572,31596.571428571428
d_414,37904,2012-03-17,11208,Saturday,1,3,2012,0,0,0,39559.0,41319.0,36622.0,32808.71428571428,33176.357142857145,31642.35714285714
d_415,37694,2012-03-18,11208,Sunday,2,3,2012,0,0,0,40612.0,40325.0,36338.0,32391.85714285714,32988.42857142857,31690.785714285714
d_416,29187,2012-03-19,11208,Monday,3,3,2012,0,0,0,32501.0,32703.0,30218.0,31918.428571428572,32737.285714285714,31653.964285714286
d_417,25533,2012-03-20,11208,Tuesday,4,3,2012,0,0,0,29100.0,31532.0,25190.0,31408.85714285714,32308.785714285714,31666.214285714286
d_418,26227,2012-03-21,11208,Wednesday,5,3,2012,0,0,0,27841.0,28608.0,24115.0,31178.285714285714,32138.714285714286,31741.64285714286
d_419,26015,2012-03-22,11208,Thursday,6,3,2012,0,0,0,30752.0,29759.0,25211.0,30501.571428571428,31871.285714285714,31770.35714285714
d_420,29055,2012-03-23,11208,Friday,7,3,2012,0,0,0,30951.0,32322.0,27870.0,30230.714285714286,31637.928571428572,31812.678571428572
d_421,37089,2012-03-24,11209,Saturday,1,3,2012,0,0,0,37904.0,39559.0,35769.0,30114.285714285714,31461.5,31859.821428571428
d_422,37843,2012-03-25,11209,Sunday,2,3,2012,0,0,0,37694.0,40612.0,36281.0,30135.571428571428,31263.714285714286,31915.60714285714
d_423,27182,2012-03-26,11209,Monday,3,3,2012,0,0,0,29187.0,32501.0,27270.0,29849.14285714286,30883.785714285714,31912.464285714286
d_424,24649,2012-03-27,11209,Tuesday,4,3,2012,0,0,0,25533.0,29100.0,24359.0,29722.85714285714,30565.85714285714,31922.821428571428
d_425,24783,2012-03-28,11209,Wednesday,5,3,2012,0,0,0,26227.0,27841.0,24802.0,29516.571428571428,30347.428571428572,31922.14285714286
d_426,23879,2012-03-29,11209,Thursday,6,3,2012,0,0,0,26015.0,30752.0,30232.0,29211.428571428572,29856.5,31695.25
d_427,30732,2012-03-30,11209,Friday,7,3,2012,0,0,0,29055.0,30951.0,32543.0,29451.0,29840.85714285714,31630.571428571428
d_428,38463,2012-03-31,11210,Saturday,1,3,2012,0,0,0,37089.0,37904.0,41319.0,29647.285714285714,29880.785714285714,31528.571428571428
d_429,39783,2012-04-01,11210,Sunday,2,4,2012,1,1,0,37843.0,37694.0,40325.0,29924.428571428572,30030.0,31509.214285714286
d_430,31359,2012-04-02,11210,Monday,3,4,2012,1,0,1,27182.0,29187.0,32703.0,30521.14285714286,30185.14285714286,31461.214285714286
d_431,33033,2012-04-03,11210,Tuesday,4,4,2012,1,1,1,24649.0,25533.0,31532.0,31718.85714285714,30720.85714285714,31514.821428571428
d_432,28318,2012-04-04,11210,Wednesday,5,4,2012,1,0,0,24783.0,26227.0,28608.0,32223.85714285714,30870.214285714286,31504.464285714286
d_433,31368,2012-04-05,11210,Thursday,6,4,2012,1,1,1,23879.0,26015.0,29759.0,33293.71428571428,31252.571428571428,31561.928571428572
d_434,37545,2012-04-06,11210,Friday,7,4,2012,1,1,1,30732.0,29055.0,32322.0,34267.0,31859.0,31748.464285714286
d_435,45638,2012-04-07,11211,Saturday,1,4,2012,1,1,0,38463.0,37089.0,39559.0,35292.0,32469.64285714286,31965.571428571428
d_436,36210,2012-04-08,11211,Sunday,2,4,2012,1,0,1,39783.0,37843.0,40612.0,34781.57142857143,32353.0,31808.35714285714
d_437,31993,2012-04-09,11211,Monday,3,4,2012,1,1,1,31359.0,27182.0,32501.0,34872.142857142855,32696.64285714286,31790.214285714286
d_438,28800,2012-04-10,11211,Tuesday,4,4,2012,1,0,0,33033.0,24649.0,29100.0,34267.42857142857,32993.142857142855,31779.5
d_439,29575,2012-04-11,11211,Wednesday,5,4,2012,0,1,1,28318.0,24783.0,27841.0,34447.0,33335.42857142857,31841.428571428572
d_440,28568,2012-04-12,11211,Thursday,6,4,2012,0,1,1,31368.0,23879.0,30752.0,34047.0,33670.357142857145,31763.428571428572
d_441,31938,2012-04-13,11211,Friday,7,4,2012,0,1,0,37545.0,30732.0,30951.0,33246.0,33756.5,31798.678571428572
d_442,38546,2012-04-14,11212,Saturday,1,4,2012,0,0,1,45638.0,38463.0,37904.0,32232.85714285714,33762.42857142857,31821.60714285714
d_443,38707,2012-04-15,11212,Sunday,2,4,2012,0,1,1,36210.0,39783.0,37694.0,32589.571428571428,33685.57142857143,31857.785714285714
d_444,27672,2012-04-16,11212,Monday,3,4,2012,0,0,0,31993.0,31359.0,29187.0,31972.285714285714,33422.21428571428,31803.678571428572
d_445,26067,2012-04-17,11212,Tuesday,4,4,2012,0,0,0,28800.0,33033.0,25533.0,31581.85714285714,32924.642857142855,31822.75
d_446,24699,2012-04-18,11212,Wednesday,5,4,2012,0,0,0,29575.0,28318.0,26227.0,30885.285714285714,32666.14285714286,31768.178571428572
d_447,24824,2012-04-19,11212,Thursday,6,4,2012,0,0,0,28568.0,31368.0,26015.0,30350.428571428572,32198.714285714286,31725.64285714286
d_448,28143,2012-04-20,11212,Friday,7,4,2012,0,0,0,31938.0,37545.0,29055.0,29808.285714285714,31527.14285714286,31693.071428571428
d_449,36708,2012-04-21,11213,Saturday,1,4,2012,0,0,0,38546.0,45638.0,37089.0,29545.714285714286,30889.285714285714,31679.464285714286
d_450,36764,2012-04-22,11213,Sunday,2,4,2012,0,0,0,38707.0,36210.0,37843.0,29268.14285714286,30928.85714285714,31640.928571428572
d_451,26670,2012-04-23,11213,Monday,3,4,2012,0,0,0,27672.0,31993.0,27182.0,29125.0,30548.64285714286,31622.64285714286
d_452,24848,2012-04-24,11213,Tuesday,4,4,2012,0,0,0,26067.0,28800.0,24649.0,28950.85714285714,30266.35714285714,31629.75
d_453,24448,2012-04-25,11213,Wednesday,5,4,2012,0,0,0,24699.0,29575.0,24783.0,28915.0,29900.14285714286,31617.785714285714
d_454,24530,2012-04-26,11213,Thursday,6,4,2012,0,0,0,24824.0,28568.0,23879.0,28873.0,29611.714285714286,31641.035714285714
d_455,28977,2012-04-27,11213,Friday,7,4,2012,0,0,0,28143.0,31938.0,30732.0,28992.14285714286,29400.214285714286,31578.35714285714
d_456,35647,2012-04-28,11214,Saturday,1,4,2012,0,0,0,36708.0,38546.0,38463.0,28840.571428571428,29193.14285714286,31477.785714285714
d_457,36124,2012-04-29,11214,Sunday,2,4,2012,0,0,0,36764.0,38707.0,39783.0,28749.14285714286,29008.64285714286,31347.10714285714
d_458,27356,2012-04-30,11214,Monday,3,4,2012,0,0,0,26670.0,27672.0,31359.0,28847.14285714286,28986.071428571428,31204.14285714286
d_459,30290,2012-05-01,11214,Tuesday,4,5,2012,1,1,0,24848.0,26067.0,33033.0,29624.571428571428,29287.714285714286,31106.178571428572
d_460,29239,2012-05-02,11214,Wednesday,5,5,2012,1,0,1,24448.0,24699.0,28318.0,30309.0,29612.0,31139.071428571428
d_461,32959,2012-05-03,11214,Thursday,6,5,2012,1,1,1,24530.0,24824.0,31368.0,31513.14285714286,30193.071428571428,31195.89285714286
d_462,32932,2012-05-04,11214,Friday,7,5,2012,1,0,0,28977.0,28143.0,37545.0,32078.14285714286,30535.14285714286,31031.14285714286
d_463,39201,2012-05-05,11215,Saturday,1,5,2012,1,1,1,35647.0,36708.0,45638.0,32585.85714285714,30713.214285714286,30801.25
d_464,41529,2012-05-06,11215,Sunday,2,5,2012,1,1,1,36124.0,36764.0,36210.0,33358.0,31053.571428571428,30991.214285714286
d_465,33477,2012-05-07,11215,Monday,3,5,2012,1,1,0,27356.0,26670.0,31993.0,34232.42857142857,31539.785714285714,31044.214285714286
d_466,30433,2012-05-08,11215,Tuesday,4,5,2012,1,0,1,30290.0,24848.0,28800.0,34252.857142857145,31938.714285714286,31102.535714285714
d_467,30204,2012-05-09,11215,Wednesday,5,5,2012,1,1,1,29239.0,24448.0,29575.0,34390.71428571428,32349.85714285714,31125.0
d_468,28164,2012-05-10,11215,Thursday,6,5,2012,1,0,0,32959.0,24530.0,28568.0,33705.71428571428,32609.428571428572,31110.571428571428
d_469,32814,2012-05-11,11215,Friday,7,5,2012,0,1,1,32932.0,28977.0,31938.0,33688.857142857145,32883.5,31141.85714285714
d_470,40872,2012-05-12,11216,Saturday,1,5,2012,0,1,1,39201.0,35647.0,38546.0,33927.57142857143,33256.71428571428,31224.928571428572
d_471,33769,2012-05-13,11216,Sunday,2,5,2012,0,1,0,41529.0,36124.0,38707.0,32819.0,33088.5,31048.571428571428
d_472,31583,2012-05-14,11216,Monday,3,5,2012,0,0,1,33477.0,27356.0,27672.0,32548.428571428572,33390.42857142857,31188.25
d_473,31758,2012-05-15,11216,Tuesday,4,5,2012,0,1,1,30433.0,30290.0,26067.0,32737.714285714286,33495.28571428572,31391.5
d_474,28677,2012-05-16,11216,Wednesday,5,5,2012,0,0,0,30204.0,29239.0,24699.0,32519.571428571428,33455.142857142855,31533.571428571428
d_475,27323,2012-05-17,11216,Thursday,6,5,2012,0,0,0,28164.0,32959.0,24824.0,32399.428571428572,33052.57142857143,31622.821428571428
d_476,32311,2012-05-18,11216,Friday,7,5,2012,0,0,0,32814.0,32932.0,28143.0,32327.571428571428,33008.21428571428,31771.678571428572
d_477,37929,2012-05-19,11217,Saturday,1,5,2012,0,0,0,40872.0,39201.0,36708.0,31907.14285714286,32917.357142857145,31815.285714285714
d_478,39514,2012-05-20,11217,Sunday,2,5,2012,0,0,0,33769.0,41529.0,36764.0,32727.85714285714,32773.42857142857,31913.5
d_479,28805,2012-05-21,11217,Monday,3,5,2012,0,0,0,31583.0,33477.0,26670.0,32331.0,32439.714285714286,31989.75
d_480,27502,2012-05-22,11217,Tuesday,4,5,2012,0,0,0,31758.0,30433.0,24848.0,31723.0,32230.35714285714,32084.535714285714
d_481,26623,2012-05-23,11217,Wednesday,5,5,2012,0,0,0,28677.0,30204.0,24448.0,31429.571428571428,31974.571428571428,32162.214285714286
d_482,27963,2012-05-24,11217,Thursday,6,5,2012,0,0,0,27323.0,28164.0,24530.0,31521.0,31960.214285714286,32284.821428571428
d_483,32797,2012-05-25,11217,Friday,7,5,2012,0,0,0,32311.0,32814.0,28977.0,31590.428571428572,31959.0,32421.25
d_484,37239,2012-05-26,11218,Saturday,1,5,2012,0,0,0,37929.0,40872.0,35647.0,31491.85714285714,31699.5,32478.10714285714
d_485,33853,2012-05-27,11218,Sunday,2,5,2012,0,0,0,39514.0,33769.0,36124.0,30683.14285714286,31705.5,32397.0
d_486,33407,2012-05-28,11218,Monday,3,5,2012,0,0,0,28805.0,31583.0,27356.0,31340.571428571428,31835.785714285714,32613.10714285714
d_487,28620,2012-05-29,11218,Tuesday,4,5,2012,0,0,0,27502.0,31758.0,30290.0,31500.285714285714,31611.64285714286,32553.464285714286
d_488,27150,2012-05-30,11218,Wednesday,5,5,2012,0,0,0,26623.0,28677.0,29239.0,31575.571428571428,31502.571428571428,32478.85714285714
d_489,28809,2012-05-31,11218,Thursday,6,5,2012,0,0,0,27963.0,27323.0,32959.0,31696.428571428572,31608.714285714286,32330.64285714286
d_490,39529,2012-06-01,11218,Friday,7,6,2012,1,1,0,32797.0,32311.0,32932.0,32658.14285714286,32124.285714285714,32566.25
d_491,44943,2012-06-02,11219,Saturday,1,6,2012,1,0,1,37239.0,37929.0,39201.0,33758.71428571428,32625.285714285714,32771.32142857143
d_492,43910,2012-06-03,11219,Sunday,2,6,2012,1,1,1,33853.0,39514.0,41529.0,35195.42857142857,32939.28571428572,32856.357142857145
d_493,33294,2012-06-04,11219,Monday,3,6,2012,1,0,0,33407.0,28805.0,33477.0,35179.28571428572,33259.92857142857,32849.82142857143
d_494,34006,2012-06-05,11219,Tuesday,4,6,2012,1,1,1,28620.0,27502.0,30433.0,35948.71428571428,33724.5,32977.42857142857
d_495,33587,2012-06-06,11219,Wednesday,5,6,2012,1,1,1,27150.0,26623.0,30204.0,36868.28571428572,34221.92857142857,33098.25
d_496,32535,2012-06-07,11219,Thursday,6,6,2012,1,1,0,28809.0,27963.0,28164.0,37400.57142857143,34548.5,33254.357142857145
d_497,36901,2012-06-08,11219,Friday,7,6,2012,1,0,1,39529.0,32797.0,32814.0,37025.142857142855,34841.642857142855,33400.32142857143
d_498,43309,2012-06-09,11220,Saturday,1,6,2012,1,1,1,44943.0,37239.0,40872.0,36791.71428571428,35275.21428571428,33487.357142857145
d_499,44944,2012-06-10,11220,Sunday,2,6,2012,1,0,0,43910.0,33853.0,33769.0,36939.42857142857,36067.42857142857,33886.46428571428
d_500,39636,2012-06-11,11220,Monday,3,6,2012,0,1,1,33294.0,33407.0,31583.0,37845.42857142857,36512.357142857145,34174.07142857143
d_501,35074,2012-06-12,11220,Tuesday,4,6,2012,0,1,1,34006.0,28620.0,31758.0,37998.0,36973.357142857145,34292.5
d_502,32930,2012-06-13,11220,Wednesday,5,6,2012,0,1,0,33587.0,27150.0,28677.0,37904.142857142855,37386.21428571428,34444.392857142855
d_503,33782,2012-06-14,11220,Thursday,6,6,2012,0,0,1,32535.0,28809.0,27323.0,38082.28571428572,37741.42857142857,34675.07142857143
d_504,41798,2012-06-15,11220,Friday,7,6,2012,0,1,1,36901.0,39529.0,32311.0,38781.857142857145,37903.5,35013.892857142855
d_505,44438,2012-06-16,11221,Saturday,1,6,2012,0,0,0,43309.0,44943.0,37929.0,38943.142857142855,37867.42857142857,35246.357142857145
d_506,39039,2012-06-17,11221,Sunday,2,6,2012,0,0,0,44944.0,43910.0,39514.0,38099.57142857143,37519.5,35229.392857142855
d_507,34100,2012-06-18,11221,Monday,3,6,2012,0,0,0,39636.0,33294.0,28805.0,37308.71428571428,37577.07142857143,35418.5
d_508,31967,2012-06-19,11221,Tuesday,4,6,2012,0,0,0,35074.0,34006.0,27502.0,36864.857142857145,37431.42857142857,35577.96428571428
d_509,31468,2012-06-20,11221,Wednesday,5,6,2012,0,0,0,32930.0,33587.0,26623.0,36656.0,37280.07142857143,35751.0
d_510,30764,2012-06-21,11221,Thursday,6,6,2012,0,0,0,33782.0,32535.0,27963.0,36224.857142857145,37153.57142857143,35851.03571428572
d_511,36477,2012-06-22,11221,Friday,7,6,2012,0,0,0,41798.0,36901.0,32797.0,35464.71428571428,37123.28571428572,35982.46428571428
d_512,40010,2012-06-23,11222,Saturday,1,6,2012,0,0,0,44438.0,43309.0,37239.0,34832.142857142855,36887.642857142855,36081.42857142857
d_513,40509,2012-06-24,11222,Sunday,2,6,2012,0,0,0,39039.0,44944.0,33853.0,35042.142857142855,36570.857142857145,36319.142857142855
d_514,31847,2012-06-25,11222,Monday,3,6,2012,0,0,0,34100.0,39636.0,33407.0,34720.28571428572,36014.5,36263.42857142857
d_515,29371,2012-06-26,11222,Tuesday,4,6,2012,0,0,0,31967.0,35074.0,28620.0,34349.42857142857,35607.142857142855,36290.25
d_516,28885,2012-06-27,11222,Wednesday,5,6,2012,0,0,0,31468.0,32930.0,27150.0,33980.42857142857,35318.21428571428,36352.21428571428
d_517,29585,2012-06-28,11222,Thursday,6,6,2012,0,0,0,30764.0,33782.0,28809.0,33812.0,35018.42857142857,36379.92857142857
d_518,36377,2012-06-29,11222,Friday,7,6,2012,0,0,0,36477.0,41798.0,39529.0,33797.71428571428,34631.21428571428,36267.357142857145
d_519,40594,2012-06-30,11223,Saturday,1,6,2012,0,0,0,40010.0,44438.0,44943.0,33881.142857142855,34356.642857142855,36112.03571428572
d_520,40699,2012-07-01,11223,Sunday,2,7,2012,1,1,0,40509.0,39039.0,43910.0,33908.28571428572,34475.21428571428,35997.357142857145
d_521,35863,2012-07-02,11223,Monday,3,7,2012,1,0,1,31847.0,34100.0,33294.0,34482.0,34601.142857142855,36089.107142857145
d_522,39542,2012-07-03,11223,Tuesday,4,7,2012,1,1,1,29371.0,31967.0,34006.0,35935.0,35142.21428571428,36286.82142857143
d_523,32656,2012-07-04,11223,Wednesday,5,7,2012,1,0,0,28885.0,31468.0,33587.0,36473.71428571428,35227.07142857143,36253.57142857143
d_524,34408,2012-07-05,11223,Thursday,6,7,2012,1,1,1,29585.0,30764.0,32535.0,37162.71428571428,35487.357142857145,36320.46428571428
d_525,39991,2012-07-06,11223,Friday,7,7,2012,1,1,1,36377.0,36477.0,36901.0,37679.0,35738.357142857145,36430.82142857143
d_526,41431,2012-07-07,11224,Saturday,1,7,2012,1,1,0,40594.0,40010.0,43309.0,37798.57142857143,35839.857142857145,36363.75
d_527,42672,2012-07-08,11224,Sunday,2,7,2012,1,0,1,40699.0,40509.0,44944.0,38080.42857142857,35994.357142857145,36282.607142857145
d_528,35770,2012-07-09,11224,Monday,3,7,2012,1,1,1,35863.0,31847.0,39636.0,38067.142857142855,36274.57142857143,36144.53571428572
d_529,32587,2012-07-10,11224,Tuesday,4,7,2012,1,0,0,39542.0,29371.0,35074.0,37073.57142857143,36504.28571428572,36055.71428571428
d_530,33072,2012-07-11,11224,Wednesday,5,7,2012,0,1,1,32656.0,28885.0,32930.0,37133.0,36803.357142857145,36060.78571428572
d_531,33077,2012-07-12,11224,Thursday,6,7,2012,0,1,1,34408.0,29585.0,33782.0,36942.857142857145,37052.78571428572,36035.607142857145
d_532,36582,2012-07-13,11224,Friday,7,7,2012,0,1,0,39991.0,36377.0,41798.0,36455.857142857145,37067.42857142857,35849.32142857143
d_533,42348,2012-07-14,11225,Saturday,1,7,2012,0,0,1,41431.0,40594.0,44438.0,36586.857142857145,37192.71428571428,35774.67857142857
d_534,43689,2012-07-15,11225,Sunday,2,7,2012,0,1,1,42672.0,40699.0,39039.0,36732.142857142855,37406.28571428572,35940.75
d_535,33020,2012-07-16,11225,Monday,3,7,2012,0,0,0,35770.0,35863.0,34100.0,36339.28571428572,37203.21428571428,35902.17857142857
d_536,30418,2012-07-17,11225,Tuesday,4,7,2012,0,0,0,32587.0,39542.0,31967.0,36029.42857142857,36551.5,35846.857142857145
d_537,28916,2012-07-18,11225,Wednesday,5,7,2012,0,0,0,33072.0,32656.0,31468.0,35435.71428571428,36284.357142857145,35755.71428571428
d_538,30864,2012-07-19,11225,Thursday,6,7,2012,0,0,0,33077.0,34408.0,30764.0,35119.57142857143,36031.21428571428,35759.28571428572
d_539,35402,2012-07-20,11225,Friday,7,7,2012,0,0,0,36582.0,39991.0,36477.0,34951.0,35703.42857142857,35720.892857142855
d_540,39544,2012-07-21,11226,Saturday,1,7,2012,0,0,0,42348.0,41431.0,40010.0,34550.42857142857,35568.642857142855,35704.25
d_541,39952,2012-07-22,11226,Sunday,2,7,2012,0,0,0,43689.0,42672.0,40509.0,34016.57142857143,35374.357142857145,35684.357142857145
d_542,30864,2012-07-23,11226,Monday,3,7,2012,0,0,0,33020.0,35770.0,31847.0,33708.57142857143,35023.92857142857,35649.25
d_543,29479,2012-07-24,11226,Tuesday,4,7,2012,0,0,0,30418.0,32587.0,29371.0,33574.42857142857,34801.92857142857,35653.107142857145
d_544,28354,2012-07-25,11226,Wednesday,5,7,2012,0,0,0,28916.0,33072.0,28885.0,33494.142857142855,34464.92857142857,35634.142857142855
d_545,28538,2012-07-26,11226,Thursday,6,7,2012,0,0,0,30864.0,33077.0,29585.0,33161.857142857145,34140.71428571428,35596.75
d_546,31840,2012-07-27,11226,Friday,7,7,2012,0,0,0,35402.0,36582.0,36377.0,32653.0,33802.0,35434.71428571428
d_547,34588,2012-07-28,11227,Saturday,1,7,2012,0,0,0,39544.0,42348.0,40594.0,31945.0,33247.71428571428,35220.21428571428
d_548,36147,2012-07-29,11227,Sunday,2,7,2012,0,0,0,39952.0,43689.0,40699.0,31401.428571428572,32709.0,35057.642857142855
d_549,28933,2012-07-30,11227,Monday,3,7,2012,0,0,0,30864.0,33020.0,35863.0,31125.571428571428,32417.071428571428,34810.142857142855
d_550,29531,2012-07-31,11227,Tuesday,4,7,2012,0,0,0,29479.0,30418.0,39542.0,31133.0,32353.714285714286,34452.607142857145
d_551,33970,2012-08-01,11227,Wednesday,5,8,2012,1,1,0,28354.0,28916.0,32656.0,31935.285714285714,32714.714285714286,34499.53571428572
d_552,35260,2012-08-02,11227,Thursday,6,8,2012,1,0,1,28538.0,30864.0,34408.0,32895.57142857143,33028.71428571428,34529.96428571428
d_553,39511,2012-08-03,11227,Friday,7,8,2012,1,1,1,31840.0,35402.0,39991.0,33991.42857142857,33322.21428571428,34512.82142857143
d_554,41276,2012-08-04,11228,Saturday,1,8,2012,1,0,0,34588.0,39544.0,41431.0,34946.857142857145,33445.92857142857,34507.28571428572
d_555,43009,2012-08-05,11228,Sunday,2,8,2012,1,1,1,36147.0,39952.0,42672.0,35927.142857142855,33664.28571428572,34519.32142857143
d_556,37024,2012-08-06,11228,Monday,3,8,2012,1,1,1,28933.0,30864.0,35770.0,37083.0,34104.28571428572,34564.107142857145
d_557,32394,2012-08-07,11228,Tuesday,4,8,2012,1,1,0,29531.0,29479.0,32587.0,37492.0,34312.5,34557.21428571428
d_558,32301,2012-08-08,11228,Wednesday,5,8,2012,1,0,1,33970.0,28354.0,33072.0,37253.57142857143,34594.42857142857,34529.67857142857
d_559,35008,2012-08-09,11228,Thursday,6,8,2012,1,1,1,35260.0,28538.0,33077.0,37217.57142857143,35056.57142857143,34598.642857142855
d_560,36465,2012-08-10,11228,Friday,7,8,2012,1,0,0,39511.0,31840.0,36582.0,36782.42857142857,35386.92857142857,34594.46428571428
d_561,44081,2012-08-11,11229,Saturday,1,8,2012,0,1,1,41276.0,34588.0,42348.0,37183.142857142855,36065.0,34656.357142857145
d_562,45798,2012-08-12,11229,Sunday,2,8,2012,0,1,1,43009.0,36147.0,43689.0,37581.57142857143,36754.357142857145,34731.67857142857
d_563,36030,2012-08-13,11229,Monday,3,8,2012,0,1,0,37024.0,28933.0,33020.0,37439.57142857143,37261.28571428572,34839.17857142857
d_564,34312,2012-08-14,11229,Tuesday,4,8,2012,0,0,1,32394.0,29531.0,30418.0,37713.57142857143,37602.78571428572,34978.25
d_565,35497,2012-08-15,11229,Wednesday,5,8,2012,0,1,1,32301.0,33970.0,28916.0,38170.142857142855,37711.857142857145,35213.28571428572
d_566,34405,2012-08-16,11229,Thursday,6,8,2012,0,0,0,35008.0,35260.0,30864.0,38084.0,37650.78571428572,35339.75
d_567,35457,2012-08-17,11229,Friday,7,8,2012,0,0,0,36465.0,39511.0,35402.0,37940.0,37361.21428571428,35341.71428571428
d_568,41521,2012-08-18,11230,Saturday,1,8,2012,0,0,0,44081.0,41276.0,39544.0,37574.28571428572,37378.71428571428,35412.32142857143
d_569,43364,2012-08-19,11230,Sunday,2,8,2012,0,0,0,45798.0,43009.0,39952.0,37226.57142857143,37404.07142857143,35534.17857142857
d_570,32410,2012-08-20,11230,Monday,3,8,2012,0,0,0,36030.0,37024.0,30864.0,36709.42857142857,37074.5,35589.392857142855
d_571,30206,2012-08-21,11230,Tuesday,4,8,2012,0,0,0,34312.0,32394.0,29479.0,36122.857142857145,36918.21428571428,35615.357142857145
d_572,28922,2012-08-22,11230,Wednesday,5,8,2012,0,0,0,35497.0,32301.0,28354.0,35183.57142857143,36676.857142857145,35635.642857142855
d_573,28552,2012-08-23,11230,Thursday,6,8,2012,0,0,0,34405.0,35008.0,28538.0,34347.42857142857,36215.71428571428,35636.142857142855
d_574,33044,2012-08-24,11230,Friday,7,8,2012,0,0,0,35457.0,36465.0,31840.0,34002.71428571428,35971.357142857145,35679.142857142855
d_575,39964,2012-08-25,11231,Saturday,1,8,2012,0,0,0,41521.0,44081.0,34588.0,33780.28571428572,35677.28571428572,35871.142857142855
d_576,41021,2012-08-26,11231,Sunday,2,8,2012,0,0,0,43364.0,45798.0,36147.0,33445.57142857143,35336.07142857143,36045.21428571428
d_577,31010,2012-08-27,11231,Monday,3,8,2012,0,0,0,32410.0,36030.0,28933.0,33245.57142857143,34977.5,36119.392857142855
d_578,28472,2012-08-28,11231,Tuesday,4,8,2012,0,0,0,30206.0,34312.0,29531.0,32997.857142857145,34560.357142857145,36081.57142857143
d_579,27101,2012-08-29,11231,Wednesday,5,8,2012,0,0,0,28922.0,35497.0,33970.0,32737.714285714286,33960.642857142855,35836.25
d_580,28303,2012-08-30,11231,Thursday,6,8,2012,0,0,0,28552.0,34405.0,35260.0,32702.14285714286,33524.78571428572,35587.78571428572
d_581,37092,2012-08-31,11231,Friday,7,8,2012,0,0,0,33044.0,35457.0,39511.0,33280.42857142857,33641.57142857143,35501.392857142855
d_582,44630,2012-09-01,11232,Saturday,1,9,2012,1,1,0,39964.0,41521.0,41276.0,33947.0,33863.642857142855,35621.17857142857
